date,realtime_start,realtime_end,SP500
2020-06-09,2025-05-17,2025-05-17,3207.18
2020-06-10,2025-05-17,2025-05-17,3190.14
2020-06-11,2025-05-17,2025-05-17,3002.1
2020-06-12,2025-05-17,2025-05-17,3041.31
2020-06-15,2025-05-17,2025-05-17,3066.59
2020-06-16,2025-05-17,2025-05-17,3124.74
2020-06-17,2025-05-17,2025-05-17,3113.49
2020-06-18,2025-05-17,2025-05-17,3115.34
2020-06-19,2025-05-17,2025-05-17,3097.74
2020-06-22,2025-05-17,2025-05-17,3117.86
2020-06-23,2025-05-17,2025-05-17,3131.29
2020-06-24,2025-05-17,2025-05-17,3050.33
2020-06-25,2025-05-17,2025-05-17,3083.76
2020-06-26,2025-05-17,2025-05-17,3009.05
2020-06-29,2025-05-17,2025-05-17,3053.24
2020-06-30,2025-05-17,2025-05-17,3100.29
2020-07-01,2025-05-17,2025-05-17,3115.86
2020-07-02,2025-05-17,2025-05-17,3130.01
2020-07-03,2025-05-17,2025-05-17,
2020-07-06,2025-05-17,2025-05-17,3179.72
2020-07-07,2025-05-17,2025-05-17,3145.32
2020-07-08,2025-05-17,2025-05-17,3169.94
2020-07-09,2025-05-17,2025-05-17,3152.05
2020-07-10,2025-05-17,2025-05-17,3185.04
2020-07-13,2025-05-17,2025-05-17,3155.22
2020-07-14,2025-05-17,2025-05-17,3197.52
2020-07-15,2025-05-17,2025-05-17,3226.56
2020-07-16,2025-05-17,2025-05-17,3215.57
2020-07-17,2025-05-17,2025-05-17,3224.73
2020-07-20,2025-05-17,2025-05-17,3251.84
2020-07-21,2025-05-17,2025-05-17,3257.3
2020-07-22,2025-05-17,2025-05-17,3276.02
2020-07-23,2025-05-17,2025-05-17,3235.66
2020-07-24,2025-05-17,2025-05-17,3215.63
2020-07-27,2025-05-17,2025-05-17,3239.41
2020-07-28,2025-05-17,2025-05-17,3218.44
2020-07-29,2025-05-17,2025-05-17,3258.44
2020-07-30,2025-05-17,2025-05-17,3246.22
2020-07-31,2025-05-17,2025-05-17,3271.12
2020-08-03,2025-05-17,2025-05-17,3294.61
2020-08-04,2025-05-17,2025-05-17,3306.51
2020-08-05,2025-05-17,2025-05-17,3327.77
2020-08-06,2025-05-17,2025-05-17,3349.16
2020-08-07,2025-05-17,2025-05-17,3351.28
2020-08-10,2025-05-17,2025-05-17,3360.47
2020-08-11,2025-05-17,2025-05-17,3333.69
2020-08-12,2025-05-17,2025-05-17,3380.35
2020-08-13,2025-05-17,2025-05-17,3373.43
2020-08-14,2025-05-17,2025-05-17,3372.85
2020-08-17,2025-05-17,2025-05-17,3381.99
2020-08-18,2025-05-17,2025-05-17,3389.78
2020-08-19,2025-05-17,2025-05-17,3374.85
2020-08-20,2025-05-17,2025-05-17,3385.51
2020-08-21,2025-05-17,2025-05-17,3397.16
2020-08-24,2025-05-17,2025-05-17,3431.28
2020-08-25,2025-05-17,2025-05-17,3443.62
2020-08-26,2025-05-17,2025-05-17,3478.73
2020-08-27,2025-05-17,2025-05-17,3484.55
2020-08-28,2025-05-17,2025-05-17,3508.01
2020-08-31,2025-05-17,2025-05-17,3500.31
2020-09-01,2025-05-17,2025-05-17,3526.65
2020-09-02,2025-05-17,2025-05-17,3580.84
2020-09-03,2025-05-17,2025-05-17,3455.06
2020-09-04,2025-05-17,2025-05-17,3426.96
2020-09-07,2025-05-17,2025-05-17,
2020-09-08,2025-05-17,2025-05-17,3331.84
2020-09-09,2025-05-17,2025-05-17,3398.96
2020-09-10,2025-05-17,2025-05-17,3339.19
2020-09-11,2025-05-17,2025-05-17,3340.97
2020-09-14,2025-05-17,2025-05-17,3383.54
2020-09-15,2025-05-17,2025-05-17,3401.2
2020-09-16,2025-05-17,2025-05-17,3385.49
2020-09-17,2025-05-17,2025-05-17,3357.01
2020-09-18,2025-05-17,2025-05-17,3319.47
2020-09-21,2025-05-17,2025-05-17,3281.06
2020-09-22,2025-05-17,2025-05-17,3315.57
2020-09-23,2025-05-17,2025-05-17,3236.92
2020-09-24,2025-05-17,2025-05-17,3246.59
2020-09-25,2025-05-17,2025-05-17,3298.46
2020-09-28,2025-05-17,2025-05-17,3351.6
2020-09-29,2025-05-17,2025-05-17,3335.47
2020-09-30,2025-05-17,2025-05-17,3363.0
2020-10-01,2025-05-17,2025-05-17,3380.8
2020-10-02,2025-05-17,2025-05-17,3348.44
2020-10-05,2025-05-17,2025-05-17,3408.63
2020-10-06,2025-05-17,2025-05-17,3360.95
2020-10-07,2025-05-17,2025-05-17,3419.45
2020-10-08,2025-05-17,2025-05-17,3446.83
2020-10-09,2025-05-17,2025-05-17,3477.13
2020-10-12,2025-05-17,2025-05-17,3534.22
2020-10-13,2025-05-17,2025-05-17,3511.93
2020-10-14,2025-05-17,2025-05-17,3488.67
2020-10-15,2025-05-17,2025-05-17,3483.34
2020-10-16,2025-05-17,2025-05-17,3483.81
2020-10-19,2025-05-17,2025-05-17,3426.92
2020-10-20,2025-05-17,2025-05-17,3443.12
2020-10-21,2025-05-17,2025-05-17,3435.56
2020-10-22,2025-05-17,2025-05-17,3453.49
2020-10-23,2025-05-17,2025-05-17,3465.39
2020-10-26,2025-05-17,2025-05-17,3400.97
2020-10-27,2025-05-17,2025-05-17,3390.68
2020-10-28,2025-05-17,2025-05-17,3271.03
2020-10-29,2025-05-17,2025-05-17,3310.11
2020-10-30,2025-05-17,2025-05-17,3269.96
2020-11-02,2025-05-17,2025-05-17,3310.24
2020-11-03,2025-05-17,2025-05-17,3369.16
2020-11-04,2025-05-17,2025-05-17,3443.44
2020-11-05,2025-05-17,2025-05-17,3510.45
2020-11-06,2025-05-17,2025-05-17,3509.44
2020-11-09,2025-05-17,2025-05-17,3550.5
2020-11-10,2025-05-17,2025-05-17,3545.53
2020-11-11,2025-05-17,2025-05-17,3572.66
2020-11-12,2025-05-17,2025-05-17,3537.01
2020-11-13,2025-05-17,2025-05-17,3585.15
2020-11-16,2025-05-17,2025-05-17,3626.91
2020-11-17,2025-05-17,2025-05-17,3609.53
2020-11-18,2025-05-17,2025-05-17,3567.79
2020-11-19,2025-05-17,2025-05-17,3581.87
2020-11-20,2025-05-17,2025-05-17,3557.54
2020-11-23,2025-05-17,2025-05-17,3577.59
2020-11-24,2025-05-17,2025-05-17,3635.41
2020-11-25,2025-05-17,2025-05-17,3629.65
2020-11-26,2025-05-17,2025-05-17,
2020-11-27,2025-05-17,2025-05-17,3638.35
2020-11-30,2025-05-17,2025-05-17,3621.63
2020-12-01,2025-05-17,2025-05-17,3662.45
2020-12-02,2025-05-17,2025-05-17,3669.01
2020-12-03,2025-05-17,2025-05-17,3666.72
2020-12-04,2025-05-17,2025-05-17,3699.12
2020-12-07,2025-05-17,2025-05-17,3691.96
2020-12-08,2025-05-17,2025-05-17,3702.25
2020-12-09,2025-05-17,2025-05-17,3672.82
2020-12-10,2025-05-17,2025-05-17,3668.1
2020-12-11,2025-05-17,2025-05-17,3663.46
2020-12-14,2025-05-17,2025-05-17,3647.49
2020-12-15,2025-05-17,2025-05-17,3694.62
2020-12-16,2025-05-17,2025-05-17,3701.17
2020-12-17,2025-05-17,2025-05-17,3722.48
2020-12-18,2025-05-17,2025-05-17,3709.41
2020-12-21,2025-05-17,2025-05-17,3694.92
2020-12-22,2025-05-17,2025-05-17,3687.26
2020-12-23,2025-05-17,2025-05-17,3690.01
2020-12-24,2025-05-17,2025-05-17,3703.06
2020-12-25,2025-05-17,2025-05-17,
2020-12-28,2025-05-17,2025-05-17,3735.36
2020-12-29,2025-05-17,2025-05-17,3727.04
2020-12-30,2025-05-17,2025-05-17,3732.04
2020-12-31,2025-05-17,2025-05-17,3756.07
2021-01-01,2025-05-17,2025-05-17,
2021-01-04,2025-05-17,2025-05-17,3700.65
2021-01-05,2025-05-17,2025-05-17,3726.86
2021-01-06,2025-05-17,2025-05-17,3748.14
2021-01-07,2025-05-17,2025-05-17,3803.79
2021-01-08,2025-05-17,2025-05-17,3824.68
2021-01-11,2025-05-17,2025-05-17,3799.61
2021-01-12,2025-05-17,2025-05-17,3801.19
2021-01-13,2025-05-17,2025-05-17,3809.84
2021-01-14,2025-05-17,2025-05-17,3795.54
2021-01-15,2025-05-17,2025-05-17,3768.25
2021-01-18,2025-05-17,2025-05-17,
2021-01-19,2025-05-17,2025-05-17,3798.91
2021-01-20,2025-05-17,2025-05-17,3851.85
2021-01-21,2025-05-17,2025-05-17,3853.07
2021-01-22,2025-05-17,2025-05-17,3841.47
2021-01-25,2025-05-17,2025-05-17,3855.36
2021-01-26,2025-05-17,2025-05-17,3849.62
2021-01-27,2025-05-17,2025-05-17,3750.77
2021-01-28,2025-05-17,2025-05-17,3787.38
2021-01-29,2025-05-17,2025-05-17,3714.24
2021-02-01,2025-05-17,2025-05-17,3773.86
2021-02-02,2025-05-17,2025-05-17,3826.31
2021-02-03,2025-05-17,2025-05-17,3830.17
2021-02-04,2025-05-17,2025-05-17,3871.74
2021-02-05,2025-05-17,2025-05-17,3886.83
2021-02-08,2025-05-17,2025-05-17,3915.59
2021-02-09,2025-05-17,2025-05-17,3911.23
2021-02-10,2025-05-17,2025-05-17,3909.88
2021-02-11,2025-05-17,2025-05-17,3916.38
2021-02-12,2025-05-17,2025-05-17,3934.83
2021-02-15,2025-05-17,2025-05-17,
2021-02-16,2025-05-17,2025-05-17,3932.59
2021-02-17,2025-05-17,2025-05-17,3931.33
2021-02-18,2025-05-17,2025-05-17,3913.97
2021-02-19,2025-05-17,2025-05-17,3906.71
2021-02-22,2025-05-17,2025-05-17,3876.5
2021-02-23,2025-05-17,2025-05-17,3881.37
2021-02-24,2025-05-17,2025-05-17,3925.43
2021-02-25,2025-05-17,2025-05-17,3829.34
2021-02-26,2025-05-17,2025-05-17,3811.15
2021-03-01,2025-05-17,2025-05-17,3901.82
2021-03-02,2025-05-17,2025-05-17,3870.29
2021-03-03,2025-05-17,2025-05-17,3819.72
2021-03-04,2025-05-17,2025-05-17,3768.47
2021-03-05,2025-05-17,2025-05-17,3841.94
2021-03-08,2025-05-17,2025-05-17,3821.35
2021-03-09,2025-05-17,2025-05-17,3875.44
2021-03-10,2025-05-17,2025-05-17,3898.81
2021-03-11,2025-05-17,2025-05-17,3939.34
2021-03-12,2025-05-17,2025-05-17,3943.34
2021-03-15,2025-05-17,2025-05-17,3968.94
2021-03-16,2025-05-17,2025-05-17,3962.71
2021-03-17,2025-05-17,2025-05-17,3974.12
2021-03-18,2025-05-17,2025-05-17,3915.46
2021-03-19,2025-05-17,2025-05-17,3913.1
2021-03-22,2025-05-17,2025-05-17,3940.59
2021-03-23,2025-05-17,2025-05-17,3910.52
2021-03-24,2025-05-17,2025-05-17,3889.14
2021-03-25,2025-05-17,2025-05-17,3909.52
2021-03-26,2025-05-17,2025-05-17,3974.54
2021-03-29,2025-05-17,2025-05-17,3971.09
2021-03-30,2025-05-17,2025-05-17,3958.55
2021-03-31,2025-05-17,2025-05-17,3972.89
2021-04-01,2025-05-17,2025-05-17,4019.87
2021-04-02,2025-05-17,2025-05-17,
2021-04-05,2025-05-17,2025-05-17,4077.91
2021-04-06,2025-05-17,2025-05-17,4073.94
2021-04-07,2025-05-17,2025-05-17,4079.95
2021-04-08,2025-05-17,2025-05-17,4097.17
2021-04-09,2025-05-17,2025-05-17,4128.8
2021-04-12,2025-05-17,2025-05-17,4127.99
2021-04-13,2025-05-17,2025-05-17,4141.59
2021-04-14,2025-05-17,2025-05-17,4124.66
2021-04-15,2025-05-17,2025-05-17,4170.42
2021-04-16,2025-05-17,2025-05-17,4185.47
2021-04-19,2025-05-17,2025-05-17,4163.26
2021-04-20,2025-05-17,2025-05-17,4134.94
2021-04-21,2025-05-17,2025-05-17,4173.42
2021-04-22,2025-05-17,2025-05-17,4134.98
2021-04-23,2025-05-17,2025-05-17,4180.17
2021-04-26,2025-05-17,2025-05-17,4187.62
2021-04-27,2025-05-17,2025-05-17,4186.72
2021-04-28,2025-05-17,2025-05-17,4183.18
2021-04-29,2025-05-17,2025-05-17,4211.47
2021-04-30,2025-05-17,2025-05-17,4181.17
2021-05-03,2025-05-17,2025-05-17,4192.66
2021-05-04,2025-05-17,2025-05-17,4164.66
2021-05-05,2025-05-17,2025-05-17,4167.59
2021-05-06,2025-05-17,2025-05-17,4201.62
2021-05-07,2025-05-17,2025-05-17,4232.6
2021-05-10,2025-05-17,2025-05-17,4188.43
2021-05-11,2025-05-17,2025-05-17,4152.1
2021-05-12,2025-05-17,2025-05-17,4063.04
2021-05-13,2025-05-17,2025-05-17,4112.5
2021-05-14,2025-05-17,2025-05-17,4173.85
2021-05-17,2025-05-17,2025-05-17,4163.29
2021-05-18,2025-05-17,2025-05-17,4127.83
2021-05-19,2025-05-17,2025-05-17,4115.68
2021-05-20,2025-05-17,2025-05-17,4159.12
2021-05-21,2025-05-17,2025-05-17,4155.86
2021-05-24,2025-05-17,2025-05-17,4197.05
2021-05-25,2025-05-17,2025-05-17,4188.13
2021-05-26,2025-05-17,2025-05-17,4195.99
2021-05-27,2025-05-17,2025-05-17,4200.88
2021-05-28,2025-05-17,2025-05-17,4204.11
2021-05-31,2025-05-17,2025-05-17,
2021-06-01,2025-05-17,2025-05-17,4202.04
2021-06-02,2025-05-17,2025-05-17,4208.12
2021-06-03,2025-05-17,2025-05-17,4192.85
2021-06-04,2025-05-17,2025-05-17,4229.89
2021-06-07,2025-05-17,2025-05-17,4226.52
2021-06-08,2025-05-17,2025-05-17,4227.26
2021-06-09,2025-05-17,2025-05-17,4219.55
2021-06-10,2025-05-17,2025-05-17,4239.18
2021-06-11,2025-05-17,2025-05-17,4247.44
2021-06-14,2025-05-17,2025-05-17,4255.15
2021-06-15,2025-05-17,2025-05-17,4246.59
2021-06-16,2025-05-17,2025-05-17,4223.7
2021-06-17,2025-05-17,2025-05-17,4221.86
2021-06-18,2025-05-17,2025-05-17,4166.45
2021-06-21,2025-05-17,2025-05-17,4224.79
2021-06-22,2025-05-17,2025-05-17,4246.44
2021-06-23,2025-05-17,2025-05-17,4241.84
2021-06-24,2025-05-17,2025-05-17,4266.49
2021-06-25,2025-05-17,2025-05-17,4280.7
2021-06-28,2025-05-17,2025-05-17,4290.61
2021-06-29,2025-05-17,2025-05-17,4291.8
2021-06-30,2025-05-17,2025-05-17,4297.5
2021-07-01,2025-05-17,2025-05-17,4319.94
2021-07-02,2025-05-17,2025-05-17,4352.34
2021-07-05,2025-05-17,2025-05-17,
2021-07-06,2025-05-17,2025-05-17,4343.54
2021-07-07,2025-05-17,2025-05-17,4358.13
2021-07-08,2025-05-17,2025-05-17,4320.82
2021-07-09,2025-05-17,2025-05-17,4369.55
2021-07-12,2025-05-17,2025-05-17,4384.63
2021-07-13,2025-05-17,2025-05-17,4369.21
2021-07-14,2025-05-17,2025-05-17,4374.3
2021-07-15,2025-05-17,2025-05-17,4360.03
2021-07-16,2025-05-17,2025-05-17,4327.16
2021-07-19,2025-05-17,2025-05-17,4258.49
2021-07-20,2025-05-17,2025-05-17,4323.06
2021-07-21,2025-05-17,2025-05-17,4358.69
2021-07-22,2025-05-17,2025-05-17,4367.48
2021-07-23,2025-05-17,2025-05-17,4411.79
2021-07-26,2025-05-17,2025-05-17,4422.3
2021-07-27,2025-05-17,2025-05-17,4401.46
2021-07-28,2025-05-17,2025-05-17,4400.64
2021-07-29,2025-05-17,2025-05-17,4419.15
2021-07-30,2025-05-17,2025-05-17,4395.26
2021-08-02,2025-05-17,2025-05-17,4387.16
2021-08-03,2025-05-17,2025-05-17,4423.15
2021-08-04,2025-05-17,2025-05-17,4402.66
2021-08-05,2025-05-17,2025-05-17,4429.1
2021-08-06,2025-05-17,2025-05-17,4436.52
2021-08-09,2025-05-17,2025-05-17,4432.35
2021-08-10,2025-05-17,2025-05-17,4436.75
2021-08-11,2025-05-17,2025-05-17,4447.7
2021-08-12,2025-05-17,2025-05-17,4460.83
2021-08-13,2025-05-17,2025-05-17,4468.0
2021-08-16,2025-05-17,2025-05-17,4479.71
2021-08-17,2025-05-17,2025-05-17,4448.08
2021-08-18,2025-05-17,2025-05-17,4400.27
2021-08-19,2025-05-17,2025-05-17,4405.8
2021-08-20,2025-05-17,2025-05-17,4441.67
2021-08-23,2025-05-17,2025-05-17,4479.53
2021-08-24,2025-05-17,2025-05-17,4486.23
2021-08-25,2025-05-17,2025-05-17,4496.19
2021-08-26,2025-05-17,2025-05-17,4470.0
2021-08-27,2025-05-17,2025-05-17,4509.37
2021-08-30,2025-05-17,2025-05-17,4528.79
2021-08-31,2025-05-17,2025-05-17,4522.68
2021-09-01,2025-05-17,2025-05-17,4524.09
2021-09-02,2025-05-17,2025-05-17,4536.95
2021-09-03,2025-05-17,2025-05-17,4535.43
2021-09-06,2025-05-17,2025-05-17,
2021-09-07,2025-05-17,2025-05-17,4520.03
2021-09-08,2025-05-17,2025-05-17,4514.07
2021-09-09,2025-05-17,2025-05-17,4493.28
2021-09-10,2025-05-17,2025-05-17,4458.58
2021-09-13,2025-05-17,2025-05-17,4468.73
2021-09-14,2025-05-17,2025-05-17,4443.05
2021-09-15,2025-05-17,2025-05-17,4480.7
2021-09-16,2025-05-17,2025-05-17,4473.75
2021-09-17,2025-05-17,2025-05-17,4432.99
2021-09-20,2025-05-17,2025-05-17,4357.73
2021-09-21,2025-05-17,2025-05-17,4354.19
2021-09-22,2025-05-17,2025-05-17,4395.64
2021-09-23,2025-05-17,2025-05-17,4448.98
2021-09-24,2025-05-17,2025-05-17,4455.48
2021-09-27,2025-05-17,2025-05-17,4443.11
2021-09-28,2025-05-17,2025-05-17,4352.63
2021-09-29,2025-05-17,2025-05-17,4359.46
2021-09-30,2025-05-17,2025-05-17,4307.54
2021-10-01,2025-05-17,2025-05-17,4357.04
2021-10-04,2025-05-17,2025-05-17,4300.46
2021-10-05,2025-05-17,2025-05-17,4345.72
2021-10-06,2025-05-17,2025-05-17,4363.55
2021-10-07,2025-05-17,2025-05-17,4399.76
2021-10-08,2025-05-17,2025-05-17,4391.34
2021-10-11,2025-05-17,2025-05-17,4361.19
2021-10-12,2025-05-17,2025-05-17,4350.65
2021-10-13,2025-05-17,2025-05-17,4363.8
2021-10-14,2025-05-17,2025-05-17,4438.26
2021-10-15,2025-05-17,2025-05-17,4471.37
2021-10-18,2025-05-17,2025-05-17,4486.46
2021-10-19,2025-05-17,2025-05-17,4519.63
2021-10-20,2025-05-17,2025-05-17,4536.19
2021-10-21,2025-05-17,2025-05-17,4549.78
2021-10-22,2025-05-17,2025-05-17,4544.9
2021-10-25,2025-05-17,2025-05-17,4566.48
2021-10-26,2025-05-17,2025-05-17,4574.79
2021-10-27,2025-05-17,2025-05-17,4551.68
2021-10-28,2025-05-17,2025-05-17,4596.42
2021-10-29,2025-05-17,2025-05-17,4605.38
2021-11-01,2025-05-17,2025-05-17,4613.67
2021-11-02,2025-05-17,2025-05-17,4630.65
2021-11-03,2025-05-17,2025-05-17,4660.57
2021-11-04,2025-05-17,2025-05-17,4680.06
2021-11-05,2025-05-17,2025-05-17,4697.53
2021-11-08,2025-05-17,2025-05-17,4701.7
2021-11-09,2025-05-17,2025-05-17,4685.25
2021-11-10,2025-05-17,2025-05-17,4646.71
2021-11-11,2025-05-17,2025-05-17,4649.27
2021-11-12,2025-05-17,2025-05-17,4682.85
2021-11-15,2025-05-17,2025-05-17,4682.8
2021-11-16,2025-05-17,2025-05-17,4700.9
2021-11-17,2025-05-17,2025-05-17,4688.67
2021-11-18,2025-05-17,2025-05-17,4704.54
2021-11-19,2025-05-17,2025-05-17,4697.96
2021-11-22,2025-05-17,2025-05-17,4682.94
2021-11-23,2025-05-17,2025-05-17,4690.7
2021-11-24,2025-05-17,2025-05-17,4701.46
2021-11-25,2025-05-17,2025-05-17,
2021-11-26,2025-05-17,2025-05-17,4594.62
2021-11-29,2025-05-17,2025-05-17,4655.27
2021-11-30,2025-05-17,2025-05-17,4567.0
2021-12-01,2025-05-17,2025-05-17,4513.04
2021-12-02,2025-05-17,2025-05-17,4577.1
2021-12-03,2025-05-17,2025-05-17,4538.43
2021-12-06,2025-05-17,2025-05-17,4591.67
2021-12-07,2025-05-17,2025-05-17,4686.75
2021-12-08,2025-05-17,2025-05-17,4701.21
2021-12-09,2025-05-17,2025-05-17,4667.45
2021-12-10,2025-05-17,2025-05-17,4712.02
2021-12-13,2025-05-17,2025-05-17,4668.97
2021-12-14,2025-05-17,2025-05-17,4634.09
2021-12-15,2025-05-17,2025-05-17,4709.85
2021-12-16,2025-05-17,2025-05-17,4668.67
2021-12-17,2025-05-17,2025-05-17,4620.64
2021-12-20,2025-05-17,2025-05-17,4568.02
2021-12-21,2025-05-17,2025-05-17,4649.23
2021-12-22,2025-05-17,2025-05-17,4696.56
2021-12-23,2025-05-17,2025-05-17,4725.79
2021-12-24,2025-05-17,2025-05-17,
2021-12-27,2025-05-17,2025-05-17,4791.19
2021-12-28,2025-05-17,2025-05-17,4786.35
2021-12-29,2025-05-17,2025-05-17,4793.06
2021-12-30,2025-05-17,2025-05-17,4778.73
2021-12-31,2025-05-17,2025-05-17,4766.18
2022-01-03,2025-05-17,2025-05-17,4796.56
2022-01-04,2025-05-17,2025-05-17,4793.54
2022-01-05,2025-05-17,2025-05-17,4700.58
2022-01-06,2025-05-17,2025-05-17,4696.05
2022-01-07,2025-05-17,2025-05-17,4677.03
2022-01-10,2025-05-17,2025-05-17,4670.29
2022-01-11,2025-05-17,2025-05-17,4713.07
2022-01-12,2025-05-17,2025-05-17,4726.35
2022-01-13,2025-05-17,2025-05-17,4659.03
2022-01-14,2025-05-17,2025-05-17,4662.85
2022-01-17,2025-05-17,2025-05-17,
2022-01-18,2025-05-17,2025-05-17,4577.11
2022-01-19,2025-05-17,2025-05-17,4532.76
2022-01-20,2025-05-17,2025-05-17,4482.73
2022-01-21,2025-05-17,2025-05-17,4397.94
2022-01-24,2025-05-17,2025-05-17,4410.13
2022-01-25,2025-05-17,2025-05-17,4356.45
2022-01-26,2025-05-17,2025-05-17,4349.93
2022-01-27,2025-05-17,2025-05-17,4326.51
2022-01-28,2025-05-17,2025-05-17,4431.85
2022-01-31,2025-05-17,2025-05-17,4515.55
2022-02-01,2025-05-17,2025-05-17,4546.54
2022-02-02,2025-05-17,2025-05-17,4589.38
2022-02-03,2025-05-17,2025-05-17,4477.44
2022-02-04,2025-05-17,2025-05-17,4500.53
2022-02-07,2025-05-17,2025-05-17,4483.87
2022-02-08,2025-05-17,2025-05-17,4521.54
2022-02-09,2025-05-17,2025-05-17,4587.18
2022-02-10,2025-05-17,2025-05-17,4504.08
2022-02-11,2025-05-17,2025-05-17,4418.64
2022-02-14,2025-05-17,2025-05-17,4401.67
2022-02-15,2025-05-17,2025-05-17,4471.07
2022-02-16,2025-05-17,2025-05-17,4475.01
2022-02-17,2025-05-17,2025-05-17,4380.26
2022-02-18,2025-05-17,2025-05-17,4348.87
2022-02-21,2025-05-17,2025-05-17,
2022-02-22,2025-05-17,2025-05-17,4304.76
2022-02-23,2025-05-17,2025-05-17,4225.5
2022-02-24,2025-05-17,2025-05-17,4288.7
2022-02-25,2025-05-17,2025-05-17,4384.65
2022-02-28,2025-05-17,2025-05-17,4373.94
2022-03-01,2025-05-17,2025-05-17,4306.26
2022-03-02,2025-05-17,2025-05-17,4386.54
2022-03-03,2025-05-17,2025-05-17,4363.49
2022-03-04,2025-05-17,2025-05-17,4328.87
2022-03-07,2025-05-17,2025-05-17,4201.09
2022-03-08,2025-05-17,2025-05-17,4170.7
2022-03-09,2025-05-17,2025-05-17,4277.88
2022-03-10,2025-05-17,2025-05-17,4259.52
2022-03-11,2025-05-17,2025-05-17,4204.31
2022-03-14,2025-05-17,2025-05-17,4173.11
2022-03-15,2025-05-17,2025-05-17,4262.45
2022-03-16,2025-05-17,2025-05-17,4357.86
2022-03-17,2025-05-17,2025-05-17,4411.67
2022-03-18,2025-05-17,2025-05-17,4463.12
2022-03-21,2025-05-17,2025-05-17,4461.18
2022-03-22,2025-05-17,2025-05-17,4511.61
2022-03-23,2025-05-17,2025-05-17,4456.24
2022-03-24,2025-05-17,2025-05-17,4520.16
2022-03-25,2025-05-17,2025-05-17,4543.06
2022-03-28,2025-05-17,2025-05-17,4575.52
2022-03-29,2025-05-17,2025-05-17,4631.6
2022-03-30,2025-05-17,2025-05-17,4602.45
2022-03-31,2025-05-17,2025-05-17,4530.41
2022-04-01,2025-05-17,2025-05-17,4545.86
2022-04-04,2025-05-17,2025-05-17,4582.64
2022-04-05,2025-05-17,2025-05-17,4525.12
2022-04-06,2025-05-17,2025-05-17,4481.15
2022-04-07,2025-05-17,2025-05-17,4500.21
2022-04-08,2025-05-17,2025-05-17,4488.28
2022-04-11,2025-05-17,2025-05-17,4412.53
2022-04-12,2025-05-17,2025-05-17,4397.45
2022-04-13,2025-05-17,2025-05-17,4446.59
2022-04-14,2025-05-17,2025-05-17,4392.59
2022-04-15,2025-05-17,2025-05-17,
2022-04-18,2025-05-17,2025-05-17,4391.69
2022-04-19,2025-05-17,2025-05-17,4462.21
2022-04-20,2025-05-17,2025-05-17,4459.45
2022-04-21,2025-05-17,2025-05-17,4393.66
2022-04-22,2025-05-17,2025-05-17,4271.78
2022-04-25,2025-05-17,2025-05-17,4296.12
2022-04-26,2025-05-17,2025-05-17,4175.2
2022-04-27,2025-05-17,2025-05-17,4183.96
2022-04-28,2025-05-17,2025-05-17,4287.5
2022-04-29,2025-05-17,2025-05-17,4131.93
2022-05-02,2025-05-17,2025-05-17,4155.38
2022-05-03,2025-05-17,2025-05-17,4175.48
2022-05-04,2025-05-17,2025-05-17,4300.17
2022-05-05,2025-05-17,2025-05-17,4146.87
2022-05-06,2025-05-17,2025-05-17,4123.34
2022-05-09,2025-05-17,2025-05-17,3991.24
2022-05-10,2025-05-17,2025-05-17,4001.05
2022-05-11,2025-05-17,2025-05-17,3935.18
2022-05-12,2025-05-17,2025-05-17,3930.08
2022-05-13,2025-05-17,2025-05-17,4023.89
2022-05-16,2025-05-17,2025-05-17,4008.01
2022-05-17,2025-05-17,2025-05-17,4088.85
2022-05-18,2025-05-17,2025-05-17,3923.68
2022-05-19,2025-05-17,2025-05-17,3900.79
2022-05-20,2025-05-17,2025-05-17,3901.36
2022-05-23,2025-05-17,2025-05-17,3973.75
2022-05-24,2025-05-17,2025-05-17,3941.48
2022-05-25,2025-05-17,2025-05-17,3978.73
2022-05-26,2025-05-17,2025-05-17,4057.84
2022-05-27,2025-05-17,2025-05-17,4158.24
2022-05-30,2025-05-17,2025-05-17,
2022-05-31,2025-05-17,2025-05-17,4132.15
2022-06-01,2025-05-17,2025-05-17,4101.23
2022-06-02,2025-05-17,2025-05-17,4176.82
2022-06-03,2025-05-17,2025-05-17,4108.54
2022-06-06,2025-05-17,2025-05-17,4121.43
2022-06-07,2025-05-17,2025-05-17,4160.68
2022-06-08,2025-05-17,2025-05-17,4115.77
2022-06-09,2025-05-17,2025-05-17,4017.82
2022-06-10,2025-05-17,2025-05-17,3900.86
2022-06-13,2025-05-17,2025-05-17,3749.63
2022-06-14,2025-05-17,2025-05-17,3735.48
2022-06-15,2025-05-17,2025-05-17,3789.99
2022-06-16,2025-05-17,2025-05-17,3666.77
2022-06-17,2025-05-17,2025-05-17,3674.84
2022-06-20,2025-05-17,2025-05-17,
2022-06-21,2025-05-17,2025-05-17,3764.79
2022-06-22,2025-05-17,2025-05-17,3759.89
2022-06-23,2025-05-17,2025-05-17,3795.73
2022-06-24,2025-05-17,2025-05-17,3911.74
2022-06-27,2025-05-17,2025-05-17,3900.11
2022-06-28,2025-05-17,2025-05-17,3821.55
2022-06-29,2025-05-17,2025-05-17,3818.83
2022-06-30,2025-05-17,2025-05-17,3785.38
2022-07-01,2025-05-17,2025-05-17,3825.33
2022-07-04,2025-05-17,2025-05-17,
